Length,Count,Coverage,Query,Mosquito,Lowest E-value,Greatest identity %,Greatest HSP length,Family,Description (HSP length)
1697,382,22.63052445,23_bowtie2_contig_8806,Culex tarsalis,0,100,1695,Parvoviridae,"KX603698.1 Aedes albopictus densovirus 5 strain GZ05, complete genome"
1694,1409,81.88842975,40_bowtie2_1_contig_2300,Aedes vexans,2.05E-126,77.55,602,Picornavirales,MW520429.1 Thrace picorna-like virus 1 isolate PI2 genomic sequence
325,16,4.683076923,10_bowtie2_1_contig_9769,Culex tarsalis,3.61E-165,100,325,Peribunyaviridae,"MH188052.1 Culex Bunyavirus 2 strain CBunV2/Fresno, complete genome"
819,795,96.52869353,25_bowtie2_1_contig_9314,Aedes vexans,2.78E-165,75.98,816,Picornavirales,"MH703050.1 Yongsan picorna-like virus 1 strain 16-0061/ROK/2016 putative polyprotein gene, partial cds"
1688,322,19.22097156,36_bowtie2_1_contig_12306,Aedes vexans,0,92.32,1693,Chuviridae,"KX924631.1 Chuvirus Mos8Chu0 segment S glycoprotein and hypothetical protein genes, complete cds"
1684,208,12.43705,30_bowtie2_contig_9437,Culex tarsalis,0,95.19,1683,Rhabdoviridae,MW434768.1 Elisy virus isolate CMS001_039_ALCO genomic sequence
425,16,3.797647059,10_bowtie2_1_contig_5969,Culex tarsalis,0,98.07,415,Rhabdoviridae,"MH664048.1 Flanders hapavirus isolate CT-460, complete genome"
1671,325,18.89168163,3_bowtie2_1_contig_17150,Aedes vexans,0,76.84,1605,Rhabdoviridae,"NC_040669.1 Riverside virus 1 strain RISV-Drava 1, complete genome"
593,34,5.772344013,12_bowtie2_1_contig_12665,Culex tarsalis,0,98.99,593,Rhabdoviridae,MW434772.1 Merida virus isolate CMS002_041a_COAV genomic sequence
1487,135,9.138533961,12_bowtie2_1_contig_1445,Culex tarsalis,0,98.99,1487,Rhabdoviridae,MW434773.1 Merida virus isolate CMS002_040a_COAV genomic sequence
1664,109,6.575721154,27_bowtie2_1_contig_14186,Aedes vexans,0,75.15,1519,Rhabdoviridae,"NC_040669.1 Riverside virus 1 strain RISV-Drava 1, complete genome"
3155,2608,83.22187005,26_bowtie2_1_contig_3474,Culex tarsalis,0,99.33,3151,Luteoviridae,MW434890.1 Marma virus isolate CMS002_051a_PLCR segment RNA1 genomic sequence
3154,2398,76.47749,30_bowtie2_contig_1574,Culex tarsalis,0,99.33,3151,Luteoviridae,MW434890.1 Marma virus isolate CMS002_051a_PLCR segment RNA1 genomic sequence
1654,1170,71.27328,30_bowtie2_contig_5236,Culex tarsalis,0,99.15,1654,Luteoviridae,MW434832.1 Marma virus isolate CMS002_040a_COAV segment RNA2 genomic sequence
3154,1241,39.65630945,34_bowtie2_contig_1552,Culex tarsalis,0,99.33,3152,Luteoviridae,MW434890.1 Marma virus isolate CMS002_051a_PLCR segment RNA1 genomic sequence
1659,741,44.92284509,34_bowtie2_contig_513,Culex tarsalis,0,99.16,1659,Luteoviridae,MW434832.1 Marma virus isolate CMS002_040a_COAV segment RNA2 genomic sequence
3152,1289,41.13071066,38_bowtie2_contig_1561,Culex tarsalis,0,99.33,3147,Luteoviridae,MW434890.1 Marma virus isolate CMS002_051a_PLCR segment RNA1 genomic sequence
1652,1102,65.96368039,20_bowtie2_1_contig_1920,Aedes vexans,2.00E-164,73.6,963,Rhabdoviridae,"NC_040669.1 Riverside virus 1 strain RISV-Drava 1, complete genome"
1648,770,46.97694175,38_bowtie2_contig_4759,Culex tarsalis,0,99.15,1648,Luteoviridae,MW434832.1 Marma virus isolate CMS002_040a_COAV segment RNA2 genomic sequence
3023,2171,71.15944426,11_bowtie2_1_contig_1289,Culex tarsalis,0,98.03,3049,Rhabdoviridae,"MH664048.1 Flanders hapavirus isolate CT-460, complete genome"
3157,2193,69.93221413,43_bowtie2_contig_1290,Culex tarsalis,0,99.33,3151,Luteoviridae,MW434890.1 Marma virus isolate CMS002_051a_PLCR segment RNA1 genomic sequence
1654,1132,68.74183797,43_bowtie2_contig_3483,Culex tarsalis,0,99.15,1654,Luteoviridae,MW434832.1 Marma virus isolate CMS002_040a_COAV segment RNA2 genomic sequence
1646,592,36.17557716,23_bowtie2_contig_2635,Culex tarsalis,0,98.3,1646,Rhabdoviridae,MW434767.1 Elisy virus isolate CMS002_032a_COAV genomic sequence
417,74,17.27577938,10_bowtie2_1_contig_2022,Culex tarsalis,1.45E-171,92.53,415,Flaviviridae,MW434112.1 Placeda virus isolate CMS001_039_ALCO genomic sequence
1641,176,10.79098111,35_bowtie2_1_contig_15785,Aedes vexans,0,90.77,1619,Chuviridae,"KX924631.1 Chuvirus Mos8Chu0 segment S glycoprotein and hypothetical protein genes, complete cds"
608,22,3.652960526,1_bowtie2_1_contig_33510,Aedes vexans,0,97.04,608,Iflaviridae,MW434116.1 Culex Iflavi-like virus 3 isolate CMS002_038a_COAV genomic sequence
1619,90,5.603458925,26_bowtie2_1_contig_16671,Culex tarsalis,0,99.2,1619,Virgaviridae,MW435005.1 Hubei virga-like virus 2 isolate CMS002_047g_WVAL genomic sequence
430,34,7.41627907,12_bowtie2_1_contig_14585,Culex tarsalis,1.32E-178,87.06,487,Rhabdoviridae,MW434771.1 Merida virus isolate CMS002_031a_COAV genomic sequence
1617,163,10.05875077,19_bowtie2_1_contig_4292,Culex tarsalis,0,98.14,1617,Rhabdoviridae,MW434767.1 Elisy virus isolate CMS002_032a_COAV genomic sequence
2482,2443,98.17848509,12_bowtie2_1_contig_216,Culex tarsalis,0,98.59,2482,Rhabdoviridae,"NC_040599.1 Merida virus isolate MERD-Mex07, complete genome"
1612,478,29.82692308,23_bowtie2_contig_1165,Culex tarsalis,0,97.71,1615,Rhabdoviridae,MW434767.1 Elisy virus isolate CMS002_032a_COAV genomic sequence
1220,347,28.07459016,12_bowtie2_1_contig_3227,Culex tarsalis,0,98.85,1221,Rhabdoviridae,"NC_040599.1 Merida virus isolate MERD-Mex07, complete genome"
1611,335,20.95407,30_bowtie2_contig_4847,Culex tarsalis,0,94.17,1610,Rhabdoviridae,MW434768.1 Elisy virus isolate CMS001_039_ALCO genomic sequence
1613,146,9.009919405,12_bowtie2_1_contig_6628,Culex tarsalis,0,99.07,1613,Rhabdoviridae,"NC_040599.1 Merida virus isolate MERD-Mex07, complete genome"
2448,686,28.00571895,19_bowtie2_1_contig_4235,Culex tarsalis,0,99.71,2440,Orthomyxoviridae,"MW434433.1 Wuhan Mosquito Virus 6 isolate CMS002_029c_WVAL polymerase PB1 gene, complete cds"
1599,165,10.30956848,16_bowtie2_1_contig_26339,Ochlerotatus dorsalis,0,92.52,1604,Chuviridae,"KX924631.1 Chuvirus Mos8Chu0 segment S glycoprotein and hypothetical protein genes, complete cds"
1598,148,9.291614518,2_bowtie2_1_contig_20003,Aedes vexans,0,91.9,1601,Chuviridae,"KX924631.1 Chuvirus Mos8Chu0 segment S glycoprotein and hypothetical protein genes, complete cds"
1375,362,26.11127273,11_bowtie2_1_contig_3081,Culex tarsalis,0,97.75,1375,Iflaviridae,MW434121.1 Culex Iflavi-like virus 4 isolate CMS002_034a_COAV genomic sequence
1589,392,24.81057269,23_bowtie2_contig_4742,Culex tarsalis,0,97.8,1589,Rhabdoviridae,"NC_034531.1 Manitoba virus nucleoprotein, phosphoprotein, hypothetical proteins, matrix, glycoprotein, hypothetical protein, and polymerase genes, complete cds"
850,30,3.557647059,45_bowtie2_1_contig_26411,Aedes vexans,0,98.94,849,Luteoviridae,MW434901.1 Marma virus isolate CMS001_024_ALCO segment RNA1 genomic sequence
404,11,2.72029703,12_bowtie2_1_contig_14426,Culex tarsalis,0,96.04,404,Tombusviridae,MW434932.1 Hubei mosquito virus 4 isolate CMS001_018_ALCO genomic sequence
748,131,17.35561497,11_bowtie2_1_contig_6061,Culex tarsalis,0,99.18,732,Iflaviridae,MW434121.1 Culex Iflavi-like virus 4 isolate CMS002_034a_COAV genomic sequence
3396,309,9.135453475,39_bowtie2_1_contig_2959,Coquillettidia perturbans,0,78.48,2164,Birnaviridae,"MT263973.1 Port Bolivar virus isolate GMC-202 segment A, complete sequence"
1557,77963,4976.626204,13_bowtie2_1_contig_276,Ochlerotatus dorsalis,0,74.93,1015,Iflaviridae,"LC310707.1 Armigeres iflavirus gene for polyprotein, complete cds, strain: 10P38-310"
1556,723,46.60282776,36_bowtie2_1_contig_11479,Aedes vexans,0,71.91,1498,Rhabdoviridae,"NC_040669.1 Riverside virus 1 strain RISV-Drava 1, complete genome"
368,21,5.668478261,11_bowtie2_1_contig_14408,Culex tarsalis,0,98.64,368,Rhabdoviridae,"MH664045.1 Flanders hapavirus isolate CA63V-162, complete genome"
1553,203,12.87443657,8_bowtie2_1_contig_6304,Aedes vexans,0,74.92,1553,Rhabdoviridae,"NC_040669.1 Riverside virus 1 strain RISV-Drava 1, complete genome"
2524,184,7.29437401,11_bowtie2_1_contig_11009,Culex tarsalis,0,100,2522,Peribunyaviridae,"MW434612.1 Culex Bunyavirus 2 isolate CMS002_013a_SAND RNA-dependent RNA polymerase gene, complete cds"
415,35,7.862650602,11_bowtie2_1_contig_12255,Culex tarsalis,0,100,415,Peribunyaviridae,"MW434556.1 Culex Bunyavirus 2 isolate CMS002_051a_PLCR glycoprotein gene, complete cds"
987,201,19.91691996,25_bowtie2_1_contig_9622,Aedes vexans,1.87E-149,73.97,852,Picornavirales,"MH703050.1 Yongsan picorna-like virus 1 strain 16-0061/ROK/2016 putative polyprotein gene, partial cds"
350,52,13.77142857,11_bowtie2_1_contig_21460,Culex tarsalis,1.05E-178,100,350,Peribunyaviridae,"MW434601.1 Culex Bunyavirus 2 isolate CMS002_049a_PLCR RNA-dependent RNA polymerase gene, complete cds"
2235,153,6.879642058,11_bowtie2_1_contig_3665,Culex tarsalis,0,99.96,2235,Peribunyaviridae,"MW434604.1 Culex Bunyavirus 2 isolate CMS002_029e_WVAL RNA-dependent RNA polymerase gene, complete cds"
1545,624,40.2828479,11_bowtie2_1_contig_5189,Culex tarsalis,0,99.74,1538,Peribunyaviridae,"MW434564.1 Culex Bunyavirus 2 isolate CMS001_034_ALCO nucleoprotein gene, complete cds"
873,90,10.30927835,11_bowtie2_1_contig_8522,Culex tarsalis,0,99.88,866,Peribunyaviridae,"MW434550.1 Culex Bunyavirus 2 isolate CMS001_028_ALCO glycoprotein gene, complete cds"
1995,166,8.368421053,11_bowtie2_1_contig_8602,Culex tarsalis,0,99.85,1994,Peribunyaviridae,"MW434615.1 Culex Bunyavirus 2 isolate CMS002_023a_SAND RNA-dependent RNA polymerase gene, complete cds"
650,21,3.207692308,12_bowtie2_1_contig_12498,Culex tarsalis,0,99.54,650,Peribunyaviridae,"MH188052.1 Culex Bunyavirus 2 strain CBunV2/Fresno, complete genome"
749,67,8.754339119,12_bowtie2_1_contig_13260,Culex tarsalis,0,100,623,Peribunyaviridae,"MW434549.1 Culex Bunyavirus 2 isolate CMS002_013a_SAND glycoprotein gene, complete cds"
458,33,7.100436681,12_bowtie2_1_contig_13391,Culex tarsalis,0,100,458,Peribunyaviridae,"MH188052.1 Culex Bunyavirus 2 strain CBunV2/Fresno, complete genome"
1537,152,9.902407287,27_bowtie2_1_contig_16877,Aedes vexans,2.76E-105,67.67,1253,Iflaviridae,"MT498832.1 Fitzroy Crossing iflavirus 1 isolate FCIV1/pool-6, complete genome"
409,19,4.689486553,12_bowtie2_1_contig_13469,Culex tarsalis,0,100,409,Peribunyaviridae,"MH188052.1 Culex Bunyavirus 2 strain CBunV2/Fresno, complete genome"
1107,148,13.38482385,11_bowtie2_1_contig_14661,Culex tarsalis,0,98.64,1105,Rhabdoviridae,"MH664048.1 Flanders hapavirus isolate CT-460, complete genome"
280,25,8.260714286,12_bowtie2_1_contig_8218,Culex tarsalis,3.49E-139,99.64,280,Rhabdoviridae,"MH188000.1 Culex rhabdovirus strain CRV/Kern, complete genome"
1053,70,6.568850902,11_bowtie2_1_contig_1730,Culex tarsalis,0,98.29,1053,Rhabdoviridae,"MH664045.1 Flanders hapavirus isolate CA63V-162, complete genome"
1457,922,63.14207275,11_bowtie2_1_contig_188,Culex tarsalis,0,99.44,1416,Rhabdoviridae,"MH664048.1 Flanders hapavirus isolate CT-460, complete genome"
1526,535,34.45740498,8_bowtie2_1_contig_2884,Aedes vexans,5.28E-165,90.24,1133,Rhabdoviridae,"NC_040669.1 Riverside virus 1 strain RISV-Drava 1, complete genome"
2076,149,7.145472062,1_bowtie2_1_contig_34190,Aedes vexans,0,93.63,2073,Iflaviridae,MW434116.1 Culex Iflavi-like virus 3 isolate CMS002_038a_COAV genomic sequence
1525,86,5.68918,30_bowtie2_contig_22534,Culex tarsalis,0,99.28,1525,Virgaviridae,MW435005.1 Hubei virga-like virus 2 isolate CMS002_047g_WVAL genomic sequence
821,51,6.258221681,1_bowtie2_1_contig_45344,Aedes vexans,0,92.08,821,Iflaviridae,MW434116.1 Culex Iflavi-like virus 3 isolate CMS002_038a_COAV genomic sequence
341,37,10.70087977,12_bowtie2_1_contig_9738,Culex tarsalis,1.73E-169,99.12,341,Rhabdoviridae,"MH188000.1 Culex rhabdovirus strain CRV/Kern, complete genome"
619,30,4.890145396,21_bowtie2_1_contig_223,Anopheles earlei,0,98.38,619,Orthomyxoviridae,"MW434464.1 Wuhan Mosquito Virus 6 isolate CMS001_039_ALCO hypothetical protein 2 gene, complete cds"
551,20,3.666061706,21_bowtie2_1_contig_3283,Anopheles earlei,0,99.82,548,Orthomyxoviridae,"MW434482.1 Wuhan Mosquito Virus 6 isolate CMS001_034_ALCO hypothetical protein 3 gene, complete cds"
584,36,6.150684932,22_bowtie2_1_contig_16266,Aedes vexans,0,98.79,580,Orthomyxoviridae,"MW434452.1 Wuhan Mosquito Virus 6 isolate CMS001_038_ALCO hypothetical protein gene, complete cds"
645,58,9.074418605,22_bowtie2_1_contig_3501,Aedes vexans,0,98.29,645,Orthomyxoviridae,"MW434464.1 Wuhan Mosquito Virus 6 isolate CMS001_039_ALCO hypothetical protein 2 gene, complete cds"
659,4090,624.2503794,23_bowtie2_contig_180,Culex tarsalis,0,99.24,649,Orthomyxoviridae,"MW434461.1 Wuhan Mosquito Virus 6 isolate CMS001_028_ALCO hypothetical protein 2 gene, complete cds"
2445,801,32.99672802,23_bowtie2_contig_1957,Culex tarsalis,0,99.22,2444,Orthomyxoviridae,"MW434411.1 Wuhan Mosquito Virus 6 isolate CMS001_042_ALCO polymerase PB2 gene, complete cds"
2868,3620,126.0906555,12_bowtie2_1_contig_98,Culex tarsalis,0,98.81,2869,Rhabdoviridae,"MH188000.1 Culex rhabdovirus strain CRV/Kern, complete genome"
1881,1642,87.85752259,23_bowtie2_contig_2378,Culex tarsalis,0,99.3,1860,Orthomyxoviridae,"MW434385.1 Wuhan Mosquito Virus 6 isolate CMS002_056a_PLCR nucleoprotein gene, complete cds"
571,31,5.455341506,19_bowtie2_1_contig_15176,Culex tarsalis,0,98.78,572,Rhabdoviridae,"MH188000.1 Culex rhabdovirus strain CRV/Kern, complete genome"
590,411,68.62372881,27_bowtie2_1_contig_10398,Aedes vexans,1.97E-127,77.62,581,Picornavirales,"MH703050.1 Yongsan picorna-like virus 1 strain 16-0061/ROK/2016 putative polyprotein gene, partial cds"
1496,315,21.10695187,1_bowtie2_1_contig_11625,Aedes vexans,0,75.43,1398,Rhabdoviridae,"NC_040669.1 Riverside virus 1 strain RISV-Drava 1, complete genome"
1494,60,4.022088353,33_bowtie2_1_contig_16202,Aedes vexans,8.76E-118,67.34,1478,Rhabdoviridae,MW434766.1 Canya virus isolate CMS001_031_ALCO genomic sequence
1804,414,22.91962306,19_bowtie2_1_contig_2619,Culex tarsalis,0,98.78,1804,Rhabdoviridae,"NC_040599.1 Merida virus isolate MERD-Mex07, complete genome"
1228,334,26.71091205,11_bowtie2_1_contig_6307,Culex tarsalis,0,98.05,1228,Iflaviridae,MW434121.1 Culex Iflavi-like virus 4 isolate CMS002_034a_COAV genomic sequence
1476,177,12.05758808,39_bowtie2_1_contig_7820,Coquillettidia perturbans,0,91.67,1470,Parvoviridae,"MH188047.1 Culex densovirus strain CDenV/Madera-5, partial genome"
1474,207,13.97150611,1_bowtie2_1_contig_20489,Aedes vexans,0,90.47,1477,Chuviridae,"KX924631.1 Chuvirus Mos8Chu0 segment S glycoprotein and hypothetical protein genes, complete cds"
1471,562,38.47926581,41_bowtie2_1_contig_5314,Aedes vexans,0,72.06,1463,Rhabdoviridae,"NC_040669.1 Riverside virus 1 strain RISV-Drava 1, complete genome"
1470,160,10.87211,30_bowtie2_contig_4985,Culex tarsalis,0,96.59,1447,Partitiviridae,"MH188035.1 Culex mosquito virus 2 strain CMosV2/Santa Cruz, complete genome"
1009,42,4.197224975,25_bowtie2_1_contig_16255,Aedes vexans,0,99.9,1009,Dicistroviridae,"MT195550.1 Soybean thrips dicistrovirus 1 strain STN1, complete genome"
958,55,5.766179541,33_bowtie2_1_contig_30266,Aedes vexans,0,80.28,1004,Negevirus,"KX518773.1 Cordoba virus strain Nepal24-3 hypothetical protein 1 gene, complete cds"
1998,143,7.214714715,25_bowtie2_1_contig_16793,Aedes vexans,0,99.6,1998,Dicistroviridae,"MT195550.1 Soybean thrips dicistrovirus 1 strain STN1, complete genome"
1466,554,38.09686221,27_bowtie2_1_contig_776,Aedes vexans,0,72.05,1459,Rhabdoviridae,"NC_040669.1 Riverside virus 1 strain RISV-Drava 1, complete genome"
1466,73,4.980218281,1_bowtie2_1_contig_10312,Aedes vexans,2.63E-105,79.66,1265,Phasmaviridae,MN661021.1 Coredo virus strain CV/Mati1754-5 segment L cRNA sequence
1460,110,7.531506849,16_bowtie2_1_contig_24144,Ochlerotatus dorsalis,0,98.01,1458,Iflaviridae,MW434113.1 Cafluga virus isolate CMS001_060_ALCO genomic sequence
384,77,19.83072917,10_bowtie2_1_contig_2023,Culex tarsalis,2.40E-149,90.89,384,Flaviviridae,MW434112.1 Placeda virus isolate CMS001_039_ALCO genomic sequence
937,52,5.557097118,11_bowtie2_1_contig_20533,Culex tarsalis,0,98.4,937,Rhabdoviridae,"MH664048.1 Flanders hapavirus isolate CT-460, complete genome"
489,195,39.49693252,10_bowtie2_1_contig_2395,Culex tarsalis,0,90.37,488,Flaviviridae,MW434110.1 Placeda virus isolate CMS002_056a_PLCR genomic sequence
363,70,18.63636364,10_bowtie2_1_contig_2567,Culex tarsalis,9.60E-148,92.29,363,Flaviviridae,MW434112.1 Placeda virus isolate CMS001_039_ALCO genomic sequence
1665,688,41.03963964,19_bowtie2_1_contig_3737,Culex tarsalis,0,98.5,1665,Rhabdoviridae,MW434769.1 Merida virus isolate CMS002_035a_COAV genomic sequence
568,16,2.845070423,12_bowtie2_1_contig_13864,Culex tarsalis,0,99.47,568,Peribunyaviridae,"MW434616.1 Culex Bunyavirus 2 isolate CMS002_022a_SAND RNA-dependent RNA polymerase gene, complete cds"
1442,217,15.12274619,16_bowtie2_1_contig_16560,Ochlerotatus dorsalis,0,93.06,1441,Chuviridae,"KX924631.1 Chuvirus Mos8Chu0 segment S glycoprotein and hypothetical protein genes, complete cds"
2146,2073,96.27166822,27_bowtie2_1_contig_1789,Aedes vexans,0,75.51,1145,Picornavirales,"MH703050.1 Yongsan picorna-like virus 1 strain 16-0061/ROK/2016 putative polyprotein gene, partial cds"
313,91,27.43450479,10_bowtie2_1_contig_2572,Culex tarsalis,1.21E-126,92.63,312,Flaviviridae,MW434112.1 Placeda virus isolate CMS001_039_ALCO genomic sequence
1429,94,6.571728481,7_bowtie2_1_contig_11620,Aedes vexans,0,73.88,1421,,"MK733235.1 Sitobion miscanthi virus 1 strain YYSMV1, complete genome"
551,1331,233.7858439,10_bowtie2_1_contig_1245,Culex tarsalis,0,97.46,551,Iflaviridae,MW434116.1 Culex Iflavi-like virus 3 isolate CMS002_038a_COAV genomic sequence
3365,7293,215.5839525,4_bowtie2_1_contig_137,Aedes vexans,0,79.38,1096,Birnaviridae,"MT263973.1 Port Bolivar virus isolate GMC-202 segment A, complete sequence"
322,10,3.130434783,11_bowtie2_1_contig_22752,Culex tarsalis,4.08E-158,98.76,322,Rhabdoviridae,"MH664045.1 Flanders hapavirus isolate CA63V-162, complete genome"
1421,136,9.498944405,1_bowtie2_1_contig_9286,Aedes vexans,0,98.03,1421,Picornavirales,"MT293153.1 Hubei arthropod virus 1 strain STN1 polyprotein gene, complete cds"
379,16,4.248021108,10_bowtie2_1_contig_15771,Culex tarsalis,0,97.88,377,Orthomyxoviridae,"MW434231.1 Astopletus virus isolate CMS001_046_ALCO hypothetical protein gene, complete cds"
1420,488,34.16197183,4_bowtie2_1_contig_4817,Aedes vexans,0,71.44,1417,Rhabdoviridae,"NC_040669.1 Riverside virus 1 strain RISV-Drava 1, complete genome"
1602,1824,113.0717853,19_bowtie2_1_contig_570,Culex tarsalis,0,99,1602,Rhabdoviridae,"MH188000.1 Culex rhabdovirus strain CRV/Kern, complete genome"
490,17,3.375510204,12_bowtie2_1_contig_2916,Culex tarsalis,0,96.31,488,Tombusviridae,MW434930.1 Hubei mosquito virus 4 isolate CMS001_057_ALCO genomic sequence
1396,71,5.13252149,28_bowtie2_1_contig_10286,Coquillettidia perturbans,0,90.83,1396,Nodaviridae,"KX883125.1 Hubei noda-like virus 12 strain mosZJ34483 hypothetical protein 1 and hypothetical protein 2 genes, complete cds"
1395,311,22.23870968,16_bowtie2_1_contig_318,Ochlerotatus dorsalis,0,98.77,1387,Iflaviridae,MW434113.1 Cafluga virus isolate CMS001_060_ALCO genomic sequence
1389,833,59.87760979,33_bowtie2_1_contig_8131,Aedes vexans,0,75.12,1210,Picornavirales,MW520429.1 Thrace picorna-like virus 1 isolate PI2 genomic sequence
1384,230,16.77023121,23_bowtie2_contig_9037,Culex tarsalis,0,98.41,1384,Rhabdoviridae,"NC_034531.1 Manitoba virus nucleoprotein, phosphoprotein, hypothetical proteins, matrix, glycoprotein, hypothetical protein, and polymerase genes, complete cds"
939,1154,122.3077742,27_bowtie2_1_contig_2318,Aedes vexans,0,81.63,941,Picornavirales,"MH703050.1 Yongsan picorna-like virus 1 strain 16-0061/ROK/2016 putative polyprotein gene, partial cds"
1381,116,8.476466329,40_bowtie2_1_contig_302,Aedes vexans,0,73.62,1374,Iflaviridae,"LC310707.1 Armigeres iflavirus gene for polyprotein, complete cds, strain: 10P38-310"
2022,2049,100.896637,19_bowtie2_1_contig_650,Culex tarsalis,0,98.71,2022,Rhabdoviridae,"MH188000.1 Culex rhabdovirus strain CRV/Kern, complete genome"
1718,334,19.53317811,34_bowtie2_contig_152,Culex tarsalis,0,99.32,1626,Partitiviridae,"MH188050.1 Partitivirus-like Culex mosquito virus strain CPLV/Lake, complete genome"
967,51,5.241985522,11_bowtie2_1_contig_3876,Culex tarsalis,0,98.76,966,Rhabdoviridae,"MH664048.1 Flanders hapavirus isolate CT-460, complete genome"
675,80,11.52296296,11_bowtie2_1_contig_7119,Culex tarsalis,0,98.22,675,Iflaviridae,MW434121.1 Culex Iflavi-like virus 4 isolate CMS002_034a_COAV genomic sequence
1372,321,23.24635569,12_bowtie2_1_contig_3346,Culex tarsalis,0,93.11,943,Partitiviridae,"MH188035.1 Culex mosquito virus 2 strain CMosV2/Santa Cruz, complete genome"
298,331,106.4630872,10_bowtie2_1_contig_2968,Culex tarsalis,7.73E-110,89.93,298,Flaviviridae,MW434110.1 Placeda virus isolate CMS002_056a_PLCR genomic sequence
1358,86,6.391752577,33_bowtie2_1_contig_24963,Aedes vexans,0,78.19,1261,Negevirus,"MT522375.1 Mekrijarvi negevirus isolate P39, complete genome"
1377,157,11.49818446,38_bowtie2_contig_9646,Culex tarsalis,0,99.53,1285,Partitiviridae,"MH188050.1 Partitivirus-like Culex mosquito virus strain CPLV/Lake, complete genome"
1167,316,26.99228792,27_bowtie2_1_contig_2319,Aedes vexans,0,83.67,1169,Picornavirales,"MH703050.1 Yongsan picorna-like virus 1 strain 16-0061/ROK/2016 putative polyprotein gene, partial cds"
1554,294,18.6981982,11_bowtie2_1_contig_4490,Culex tarsalis,0,98.58,1554,Rhabdoviridae,"MH664048.1 Flanders hapavirus isolate CT-460, complete genome"
1339,125,9.242718447,10_bowtie2_1_contig_8313,Culex tarsalis,0,98.58,1337,Rhabdoviridae,MW434767.1 Elisy virus isolate CMS002_032a_COAV genomic sequence
515,317,60.12621359,11_bowtie2_1_contig_6159,Culex tarsalis,0,99.61,515,Rhabdoviridae,"MH664048.1 Flanders hapavirus isolate CT-460, complete genome"
1335,257,18.52659176,6_bowtie2_1_contig_23600,Aedes vexans,0,76.25,1056,Rhabdoviridae,"NC_040669.1 Riverside virus 1 strain RISV-Drava 1, complete genome"
1334,85,6.348575712,1_bowtie2_1_contig_12585,Aedes vexans,0,79.71,1331,Rhabdoviridae,"NC_040669.1 Riverside virus 1 strain RISV-Drava 1, complete genome"
5133,4661,90.91798169,33_bowtie2_1_contig_835,Aedes vexans,0,94.92,5142,Negevirus,"KX518773.1 Cordoba virus strain Nepal24-3 hypothetical protein 1 gene, complete cds"
461,18,3.880694143,12_bowtie2_1_contig_14071,Culex tarsalis,0,99.57,461,Peribunyaviridae,"MW434615.1 Culex Bunyavirus 2 isolate CMS002_023a_SAND RNA-dependent RNA polymerase gene, complete cds"
1328,95,7.216114458,34_bowtie2_contig_11421,Culex tarsalis,0,99.4,1328,Virgaviridae,MW435006.1 Hubei virga-like virus 2 isolate CMS002_053a_PLCR genomic sequence
256,687,251.1484375,10_bowtie2_1_contig_2005,Culex tarsalis,4.12E-106,94.09,254,Iflaviridae,MW434116.1 Culex Iflavi-like virus 3 isolate CMS002_038a_COAV genomic sequence
896,65,7.185267857,19_bowtie2_1_contig_6762,Culex tarsalis,0,99.22,896,Rhabdoviridae,MW434773.1 Merida virus isolate CMS002_040a_COAV genomic sequence
1313,824,63.08377761,31_bowtie2_1_contig_1693,Aedes canadensis,0,72.02,747,,"KY434117.1 Trichoplusia ni ascovirus 6b, complete genome"
1303,204,15.73369148,37_bowtie2_1_contig_8088,Aedes vexans,0,74.39,1303,Rhabdoviridae,"NC_040669.1 Riverside virus 1 strain RISV-Drava 1, complete genome"
1297,111,8.609097918,1_bowtie2_1_contig_27115,Aedes vexans,0,98.84,1297,Picornavirales,"MT293153.1 Hubei arthropod virus 1 strain STN1 polyprotein gene, complete cds"
735,447,60.45306122,27_bowtie2_1_contig_4642,Aedes vexans,1.37E-149,76.23,732,Picornavirales,"MH703050.1 Yongsan picorna-like virus 1 strain 16-0061/ROK/2016 putative polyprotein gene, partial cds"
1919,340,17.27253778,27_bowtie2_1_contig_4657,Aedes vexans,0,75.77,1258,Picornavirales,"MH703050.1 Yongsan picorna-like virus 1 strain 16-0061/ROK/2016 putative polyprotein gene, partial cds"
1293,320,24.77184841,45_bowtie2_1_contig_15921,Aedes vexans,7.07E-131,75.14,707,Iflaviridae,MK167243.1 UNVERIFIED: Iflaviridae sp. isolate MosAed-Iflav-IML50 genomic sequence
1292,123,9.599845201,45_bowtie2_1_contig_10156,Aedes vexans,0,93.34,1291,Chuviridae,"KX924631.1 Chuvirus Mos8Chu0 segment S glycoprotein and hypothetical protein genes, complete cds"
1018,71,6.892927308,19_bowtie2_1_contig_6987,Culex tarsalis,0,98.92,1018,Rhabdoviridae,MW434772.1 Merida virus isolate CMS002_041a_COAV genomic sequence
1284,413,32.12772586,6_bowtie2_1_contig_7723,Aedes vexans,0,91.2,1281,Parvoviridae,"MH188047.1 Culex densovirus strain CDenV/Madera-5, partial genome"
1134,888,77.73633157,27_bowtie2_1_contig_4839,Aedes vexans,2.46E-104,74.42,605,Picornavirales,"MH703050.1 Yongsan picorna-like virus 1 strain 16-0061/ROK/2016 putative polyprotein gene, partial cds"
